sentence_id,FFD_avg,GD_avg,GPT_avg,TRT_avg,TRT_sum,nFix_avg,nFix_sum,reading_order_avg,subject
85,138.0,138.0,275.2,275.2,1376.0,2.0,10.0,3.8,YIS
86,182.38,189.5,548.12,353.62,2829.0,2.0,16.0,6.88,YIS
87,101.58,124.83,166.5,155.83,1870.0,1.58,19.0,9.25,YIS
88,116.71,125.0,218.79,213.07,2983.0,1.57,22.0,10.36,YIS
89,102.32,167.95,237.41,218.0,4796.0,1.86,41.0,14.23,YIS
90,126.75,136.25,185.75,178.12,2850.0,1.56,25.0,9.62,YIS
91,108.94,166.33,196.22,187.83,3381.0,1.67,30.0,15.89,YIS
92,93.0,115.0,142.12,142.12,1137.0,1.38,11.0,6.5,YIS
93,106.38,110.31,115.25,110.31,1765.0,1.06,17.0,12.44,YIS
94,156.55,226.55,231.27,226.55,2492.0,1.64,18.0,8.45,YIS
95,124.9,164.0,189.2,189.2,1892.0,1.6,16.0,7.8,YIS
96,151.08,180.77,226.77,226.77,2948.0,1.46,19.0,7.23,YIS
97,133.5,212.5,350.67,350.67,2104.0,2.5,15.0,5.33,YIS
98,87.67,161.78,196.78,196.78,1771.0,1.67,15.0,7.0,YIS
99,129.57,181.21,268.86,242.79,3399.0,2.0,28.0,9.71,YIS
100,106.5,197.12,303.88,290.88,2327.0,2.12,17.0,6.0,YIS
101,109.0,234.86,291.43,291.43,2040.0,2.0,14.0,6.0,YIS
102,130.09,170.43,214.43,197.65,4546.0,1.57,36.0,15.74,YIS
103,116.0,151.4,180.6,180.6,1806.0,1.7,17.0,8.1,YIS
104,128.57,161.07,235.0,195.64,2739.0,1.5,21.0,10.14,YIS
105,176.0,231.91,294.82,294.82,3243.0,1.82,20.0,6.27,YIS
106,96.82,139.82,204.91,204.91,2254.0,1.91,21.0,8.91,YIS
107,110.15,110.15,241.77,162.85,2117.0,1.54,20.0,7.62,YIS
108,100.5,133.17,237.5,237.5,1425.0,2.5,15.0,3.5,YIS
109,122.22,186.11,263.78,255.44,2299.0,2.0,18.0,7.89,YIS
110,113.55,202.82,268.09,268.09,2949.0,1.82,20.0,6.73,YIS
111,73.75,98.25,134.25,134.25,1074.0,1.62,13.0,5.88,YIS
112,155.7,155.7,216.9,198.3,1983.0,1.3,13.0,7.7,YIS
113,120.25,141.62,185.25,185.25,1482.0,1.38,11.0,5.38,YIS
114,132.54,182.54,203.19,189.62,4930.0,1.35,35.0,17.0,YIS
115,104.45,160.36,195.91,185.91,2045.0,1.45,16.0,7.36,YIS
116,120.94,136.41,172.53,168.82,2870.0,1.53,26.0,13.24,YIS
117,127.5,159.1,209.6,198.1,3962.0,1.5,30.0,14.7,YIS
118,125.0,152.25,184.5,184.5,738.0,1.5,6.0,3.25,YIS
119,149.42,182.17,203.92,203.92,2447.0,1.33,16.0,9.58,YIS
120,101.62,111.88,205.0,189.75,1518.0,1.62,13.0,6.75,YIS
121,132.36,163.0,192.21,192.21,2691.0,1.29,18.0,10.36,YIS
122,133.43,133.43,199.86,199.86,1399.0,1.14,8.0,5.14,YIS
123,103.75,194.62,266.12,243.88,1951.0,2.12,17.0,5.38,YIS
124,128.14,174.79,228.29,219.29,3070.0,1.64,23.0,10.36,YIS
125,141.33,256.67,311.33,311.33,2802.0,2.22,20.0,9.89,YIS
126,126.89,150.33,286.67,264.0,2376.0,2.22,20.0,6.33,YIS
127,111.0,210.14,255.43,255.43,1788.0,1.71,12.0,5.0,YIS
128,113.94,163.11,301.0,175.06,3151.0,1.5,27.0,15.39,YIS
129,113.31,124.08,135.77,124.08,1613.0,1.08,14.0,8.69,YIS
130,164.75,170.25,221.58,195.5,2346.0,1.17,14.0,9.25,YIS
131,123.75,200.25,267.5,243.75,975.0,2.0,8.0,4.0,YIS
132,107.58,141.42,179.58,165.92,1991.0,1.58,19.0,8.0,YIS
133,98.07,124.07,150.8,141.93,2129.0,1.47,22.0,10.8,YIS
134,121.06,159.72,163.44,163.44,2942.0,1.33,24.0,13.33,YIS
135,160.11,235.11,258.44,258.44,2326.0,1.56,14.0,6.67,YIS
136,126.93,182.5,215.79,205.93,2883.0,1.64,23.0,8.71,YIS
137,124.86,139.71,163.71,163.71,1146.0,1.29,9.0,4.86,YIS
138,111.13,149.2,191.47,163.93,2459.0,1.33,20.0,10.2,YIS
139,98.67,231.33,241.56,231.33,2082.0,1.56,14.0,6.33,YIS
140,105.62,142.5,205.5,205.5,1644.0,1.88,15.0,6.62,YIS
141,93.93,143.79,143.79,143.79,2013.0,1.43,20.0,11.5,YIS
142,139.73,174.27,193.93,186.4,2796.0,1.2,18.0,11.2,YIS
143,116.0,149.56,177.19,177.19,2835.0,1.5,24.0,12.25,YIS
144,92.29,132.86,218.86,190.57,1334.0,1.86,13.0,7.14,YIS
145,92.22,97.89,151.11,121.33,1092.0,1.22,11.0,5.78,YIS
146,158.69,176.0,206.12,186.81,2989.0,1.25,20.0,11.56,YIS
147,103.47,133.8,191.07,179.0,2685.0,1.53,23.0,12.33,YIS
148,123.23,174.62,239.85,206.08,2679.0,1.77,23.0,10.31,YIS
149,101.31,116.62,170.06,146.88,2350.0,1.5,24.0,10.44,YIS
150,111.5,111.5,202.75,161.25,645.0,1.5,6.0,1.5,YIS
151,111.05,131.53,134.47,131.53,2499.0,1.26,24.0,14.58,YIS
152,94.14,145.86,206.14,190.29,1332.0,1.57,11.0,5.71,YIS
153,108.23,108.23,153.73,131.95,2903.0,1.27,28.0,13.23,YIS
154,120.25,162.75,314.75,292.0,1168.0,2.0,8.0,4.25,YIS
155,128.0,128.0,372.29,273.14,1912.0,2.14,15.0,6.71,YIS
156,114.2,149.6,198.4,163.4,1634.0,1.5,15.0,5.1,YIS
157,127.76,172.06,205.53,195.06,3316.0,1.53,26.0,10.35,YIS
158,138.67,159.0,256.33,230.22,2072.0,1.56,14.0,4.56,YIS
159,115.27,153.91,172.27,160.59,3533.0,1.41,31.0,12.45,YIS
160,78.9,110.9,230.4,136.7,1367.0,1.4,14.0,6.9,YIS
161,115.86,144.93,178.07,162.93,2281.0,1.43,20.0,9.14,YIS
162,114.13,121.73,178.33,134.27,2014.0,1.27,19.0,9.4,YIS
163,138.25,157.0,201.75,201.75,807.0,1.5,6.0,3.25,YIS
164,121.57,130.86,174.43,174.43,1221.0,1.29,9.0,4.57,YIS
165,101.82,108.33,115.36,112.39,3709.0,1.12,37.0,21.15,YIS
166,95.3,100.5,150.3,136.2,1362.0,1.3,13.0,8.3,YIS
167,112.33,133.28,174.83,165.61,2981.0,1.56,28.0,15.17,YIS
168,126.7,168.9,181.6,181.6,3632.0,1.45,29.0,14.4,YIS
169,108.41,155.76,177.65,177.65,3020.0,1.53,26.0,14.59,YIS
170,108.56,135.25,152.75,152.75,2444.0,1.5,24.0,11.81,YIS
171,114.13,120.53,130.2,130.2,1953.0,1.13,17.0,10.87,YIS
172,113.19,130.5,170.77,161.46,4198.0,1.38,36.0,15.69,YIS
173,97.89,111.05,164.21,137.58,2614.0,1.26,24.0,11.89,YIS
174,98.88,122.76,148.82,148.82,2530.0,1.47,25.0,14.24,YIS
175,106.83,145.17,170.83,170.83,3075.0,1.44,26.0,13.72,YIS
176,158.6,158.6,213.6,158.6,793.0,1.0,5.0,3.0,YIS
177,182.2,182.2,247.4,247.4,1237.0,1.4,7.0,2.2,YIS
178,132.0,194.36,209.07,199.07,2787.0,1.5,21.0,11.43,YIS
179,94.57,107.43,149.71,149.71,1048.0,1.43,10.0,4.43,YIS
180,120.0,130.75,220.42,130.75,1569.0,1.17,14.0,9.25,YIS
181,104.71,119.0,168.21,134.5,1883.0,1.29,18.0,9.71,YIS
182,117.06,140.12,190.81,183.38,2934.0,1.56,25.0,9.62,YIS
183,137.57,157.07,167.71,167.71,2348.0,1.29,18.0,10.14,YIS
184,122.44,199.33,219.89,199.33,1794.0,1.22,11.0,7.11,YIS
185,110.43,126.86,149.0,149.0,1043.0,1.29,9.0,7.29,YIS
186,101.73,129.58,143.15,143.15,3722.0,1.38,36.0,17.96,YIS
187,116.14,116.14,195.43,184.86,1294.0,1.43,10.0,5.29,YIS
188,78.33,128.33,190.33,190.33,1142.0,1.67,10.0,5.5,YIS
189,99.38,112.77,122.38,122.38,1591.0,1.23,16.0,12.15,YIS
190,105.82,149.94,186.53,186.53,3171.0,1.59,27.0,11.76,YIS
191,117.45,122.73,165.73,147.18,1619.0,1.27,14.0,7.36,YIS
192,87.88,92.06,170.0,146.44,2343.0,1.56,25.0,11.12,YIS
193,95.5,95.5,196.38,128.12,1025.0,1.25,10.0,5.12,YIS
194,118.45,180.82,186.73,186.73,2054.0,1.45,16.0,7.0,YIS
195,98.33,122.87,168.6,151.8,2277.0,1.6,24.0,10.07,YIS
196,126.79,207.21,264.07,251.93,3527.0,1.79,25.0,8.64,YIS
197,83.86,127.43,177.29,162.29,1136.0,1.57,11.0,4.57,YIS
198,125.45,167.18,196.09,196.09,2157.0,1.64,18.0,7.82,YIS
199,154.12,192.18,202.53,202.53,3443.0,1.41,24.0,12.18,YIS
200,86.82,113.64,129.09,122.09,1343.0,1.36,15.0,7.73,YIS
201,104.95,138.2,216.75,187.4,3748.0,1.6,32.0,15.8,YIS
202,101.0,109.67,146.83,146.83,881.0,1.33,8.0,3.67,YIS
203,96.32,143.0,150.53,150.53,2860.0,1.37,26.0,17.42,YIS
204,109.8,130.2,151.2,151.2,1512.0,1.5,15.0,7.8,YIS
205,116.0,148.21,171.79,163.57,2290.0,1.36,19.0,9.14,YIS
206,113.19,137.27,145.42,145.42,3781.0,1.23,32.0,16.92,YIS
207,131.85,157.69,173.46,173.46,2255.0,1.23,16.0,8.77,YIS
208,110.0,156.46,201.92,188.38,2449.0,1.69,22.0,7.38,YIS
209,75.0,117.78,192.78,166.11,1495.0,1.89,17.0,6.56,YIS
210,96.6,119.7,182.7,182.7,1827.0,1.9,19.0,8.1,YIS
211,129.38,156.38,226.85,164.08,2133.0,1.23,16.0,7.85,YIS
212,94.7,106.55,156.95,133.1,2662.0,1.4,28.0,15.15,YIS
213,150.83,198.08,246.75,246.75,2961.0,1.75,21.0,9.42,YIS
214,122.33,177.2,360.73,207.33,3110.0,1.8,27.0,8.53,YIS
215,106.29,106.29,159.0,159.0,1113.0,1.14,8.0,5.29,YIS
216,84.75,84.75,169.25,119.75,958.0,1.25,10.0,6.62,YIS
217,197.38,275.5,283.5,283.5,2268.0,1.75,14.0,7.88,YIS
218,118.62,152.69,174.31,174.31,2266.0,1.62,21.0,11.38,YIS
219,90.83,113.17,156.17,156.17,937.0,1.5,9.0,4.83,YIS
220,109.5,165.17,228.67,228.67,1372.0,1.83,11.0,4.17,YIS
221,101.16,135.79,173.84,161.84,3075.0,1.53,29.0,13.63,YIS
222,121.42,136.95,164.95,147.84,2809.0,1.26,24.0,12.32,YIS
223,101.09,173.73,230.55,219.64,2416.0,1.64,18.0,8.18,YIS
224,94.83,113.42,182.58,149.0,1788.0,1.5,18.0,7.83,YIS
225,134.53,153.0,195.0,174.06,2959.0,1.47,25.0,10.59,YIS
226,111.6,138.4,155.3,155.3,1553.0,1.4,14.0,6.3,YIS
227,148.75,148.75,210.75,179.75,719.0,1.25,5.0,3.75,YIS
228,137.75,208.08,236.75,236.75,2841.0,1.75,21.0,9.08,YIS
229,67.29,104.14,162.29,162.29,1136.0,1.86,13.0,5.14,YIS
230,75.86,87.71,115.57,115.57,809.0,1.29,9.0,4.29,YIS
231,75.0,172.33,172.33,172.33,517.0,1.33,4.0,1.33,YIS
232,164.86,173.43,173.43,173.43,1214.0,1.14,8.0,6.14,YIS
233,102.0,115.55,134.73,134.73,1482.0,1.27,14.0,8.91,YIS
234,132.95,187.0,213.71,213.71,4488.0,1.67,35.0,15.05,YIS
235,128.06,155.19,171.69,164.0,2624.0,1.31,21.0,9.25,YIS
236,115.45,139.18,194.95,187.27,4120.0,1.73,38.0,14.91,YIS
237,114.44,126.72,152.19,137.0,4384.0,1.22,39.0,22.28,YIS
238,127.29,143.94,163.0,163.0,2771.0,1.41,24.0,11.59,YIS
239,180.88,199.25,223.25,223.25,1786.0,1.38,11.0,6.5,YIS
240,114.0,132.93,165.93,165.93,2323.0,1.5,21.0,12.64,YIS
241,109.58,161.5,208.75,204.0,2448.0,1.83,22.0,8.83,YIS
242,100.45,105.18,146.27,137.73,1515.0,1.36,15.0,6.55,YIS
243,101.4,142.4,159.2,159.2,1592.0,1.7,17.0,7.8,YIS
244,107.5,156.0,180.38,180.38,1443.0,1.62,13.0,6.5,YIS
245,93.91,113.55,162.0,156.55,1722.0,1.73,19.0,9.45,YIS
246,90.3,114.1,163.5,163.5,1635.0,1.5,15.0,8.9,YIS
247,105.62,133.57,149.24,139.05,2920.0,1.29,27.0,15.0,YIS
248,115.33,132.67,176.61,173.11,3116.0,1.61,29.0,12.89,YIS
249,121.36,172.52,185.92,180.76,4519.0,1.52,38.0,20.48,YIS
250,109.33,149.83,210.67,210.67,2528.0,1.75,21.0,9.0,YIS
251,89.27,120.55,155.64,155.64,1712.0,1.73,19.0,8.18,YIS
252,89.12,143.38,152.62,152.62,1221.0,1.5,12.0,6.25,YIS
253,138.64,206.91,276.27,276.27,3039.0,2.09,23.0,8.45,YIS
254,122.71,185.17,185.17,185.17,4444.0,1.58,38.0,16.0,YIS
255,92.0,104.0,140.23,131.38,1708.0,1.38,18.0,10.31,YIS
256,95.53,127.73,170.07,163.07,2446.0,1.6,24.0,11.13,YIS
257,133.77,167.31,198.15,189.46,2463.0,1.46,19.0,7.85,YIS
258,114.6,163.9,227.4,227.4,2274.0,1.5,15.0,9.1,YIS
259,104.67,134.93,199.73,176.6,2649.0,1.8,27.0,8.73,YIS
260,110.57,160.36,303.93,299.86,4198.0,2.93,41.0,8.29,YIS
261,112.77,128.73,168.88,154.38,4014.0,1.31,34.0,16.85,YIS
262,88.32,102.58,124.89,110.63,2102.0,1.32,25.0,15.32,YIS
263,108.22,108.22,166.67,159.44,1435.0,1.33,12.0,4.56,YIS
264,106.86,159.62,186.62,169.86,3567.0,1.33,28.0,12.43,YIS
265,176.38,198.85,376.77,323.77,4209.0,2.23,29.0,10.38,YIS
266,158.31,187.54,227.69,204.08,2653.0,1.23,16.0,7.85,YIS
267,129.75,129.75,182.5,182.5,730.0,1.5,6.0,2.5,YIS
268,93.23,108.69,126.23,108.69,1413.0,1.15,15.0,7.77,YIS
269,100.86,110.57,128.43,114.57,1604.0,1.14,16.0,10.21,YIS
270,137.83,175.67,309.0,273.67,1642.0,1.83,11.0,6.0,YIS
271,141.25,171.08,209.67,198.08,2377.0,1.5,18.0,8.58,YIS
272,91.0,109.38,121.77,115.23,1498.0,1.31,17.0,8.77,YIS
273,108.67,158.33,218.0,218.0,1308.0,1.83,11.0,5.67,YIS
274,159.9,223.1,253.3,253.3,2533.0,1.6,16.0,10.1,YIS
275,127.25,142.12,158.62,142.12,1137.0,1.25,10.0,4.62,YIS
276,110.09,134.0,176.64,167.18,1839.0,1.64,18.0,6.09,YIS
277,106.33,126.67,175.0,165.25,1983.0,1.58,19.0,9.17,YIS
278,108.0,153.0,168.6,168.6,1686.0,1.6,16.0,8.9,YIS
279,135.45,146.73,167.36,167.36,1841.0,1.18,13.0,6.91,YIS
280,131.67,243.5,253.5,253.5,1521.0,2.0,12.0,5.0,YIS
281,74.86,144.29,222.29,209.86,1469.0,1.86,13.0,5.71,YIS
282,118.55,193.09,223.09,223.09,2454.0,1.64,18.0,8.0,YIS
283,126.21,157.12,163.21,160.56,5459.0,1.24,42.0,19.94,YIS
284,106.12,144.88,177.5,177.5,1420.0,1.62,13.0,6.5,YIS
285,184.6,184.6,184.6,184.6,923.0,1.0,5.0,3.4,YIS
286,113.12,162.34,196.59,185.03,5921.0,1.56,50.0,20.69,YIS
287,83.88,114.62,139.25,139.25,1114.0,1.38,11.0,7.38,YIS
288,96.84,161.16,200.79,196.79,3739.0,1.79,34.0,13.84,YIS
289,108.23,161.31,199.15,175.46,2281.0,1.62,21.0,7.0,YIS
290,117.54,146.92,146.92,146.92,1910.0,1.31,17.0,6.85,YIS
291,95.9,119.5,150.0,150.0,1500.0,1.5,15.0,7.6,YIS
292,96.15,101.15,163.77,138.0,1794.0,1.38,18.0,8.92,YIS
293,83.83,102.33,130.0,130.0,780.0,1.33,8.0,4.83,YIS
294,86.0,92.6,182.27,178.6,2679.0,1.87,28.0,9.67,YIS
295,84.75,91.75,118.75,118.75,950.0,1.25,10.0,6.62,YIS
296,103.09,108.91,139.0,129.55,1425.0,1.27,14.0,7.27,YIS
297,104.11,147.56,200.11,186.33,1677.0,1.78,16.0,4.67,YIS
298,100.2,223.4,223.4,223.4,1117.0,1.6,8.0,3.8,YIS
299,84.38,105.88,134.88,113.75,910.0,1.38,11.0,5.75,YIS
300,120.23,161.5,167.88,165.46,4302.0,1.42,37.0,16.96,YIS
301,88.45,88.45,138.64,127.0,1397.0,1.36,15.0,9.82,YIS
302,125.0,156.9,207.9,207.9,2079.0,1.6,16.0,7.7,YIS
303,119.33,168.5,168.5,168.5,2022.0,1.25,15.0,8.0,YIS
304,106.6,115.47,147.87,144.33,2165.0,1.27,19.0,12.07,YIS
305,138.22,144.33,212.22,212.22,1910.0,1.56,14.0,6.0,YIS
306,90.54,100.31,113.77,113.77,1479.0,1.23,16.0,13.46,YIS
307,75.25,86.0,154.58,126.75,1521.0,1.42,17.0,11.83,YIS
308,83.9,91.2,172.8,135.4,1354.0,1.4,14.0,7.0,YIS
309,101.03,140.69,287.62,165.97,4813.0,1.55,45.0,23.21,YIS
310,100.0,130.18,143.47,143.47,2439.0,1.35,23.0,13.94,YIS
311,134.56,157.33,185.67,185.67,1671.0,1.44,13.0,5.11,YIS
312,113.0,145.5,162.0,162.0,2592.0,1.44,23.0,11.12,YIS
313,152.5,170.5,263.17,221.67,1330.0,1.67,10.0,4.33,YIS
314,91.38,149.0,166.0,166.0,2656.0,1.5,24.0,11.38,YIS
315,106.81,156.48,177.76,170.1,3572.0,1.52,32.0,15.52,YIS
316,95.73,106.73,124.46,124.46,3236.0,1.35,35.0,17.27,YIS
317,111.32,134.59,178.91,165.18,3634.0,1.45,32.0,15.77,YIS
318,102.07,108.43,135.21,123.0,1722.0,1.21,17.0,11.57,YIS
319,97.25,109.94,158.5,145.06,2321.0,1.5,24.0,10.25,YIS
320,107.67,133.33,194.0,133.33,1200.0,1.33,12.0,4.67,YIS
321,129.56,155.69,167.06,167.06,2673.0,1.38,22.0,12.06,YIS
322,105.67,129.33,176.67,172.89,3112.0,1.72,31.0,13.61,YIS
323,110.6,110.6,271.8,234.8,1174.0,1.6,8.0,3.0,YIS
324,99.83,170.5,225.58,189.83,2278.0,1.5,18.0,7.42,YIS
325,112.5,112.5,228.0,228.0,1368.0,2.33,14.0,3.67,YIS
326,102.8,129.7,210.5,205.0,2050.0,1.9,19.0,8.6,YIS
327,127.71,149.35,176.76,166.35,2828.0,1.35,23.0,12.82,YIS
328,115.55,164.6,191.95,173.2,3464.0,1.5,30.0,15.15,YIS
329,94.23,98.85,132.46,127.31,1655.0,1.23,16.0,8.23,YIS
330,111.3,134.75,153.75,143.3,2866.0,1.2,24.0,15.15,YIS
331,103.28,135.72,149.22,149.22,2686.0,1.39,25.0,13.89,YIS
332,94.6,154.1,182.8,182.8,1828.0,1.7,17.0,6.7,YIS
333,164.15,195.62,228.31,228.31,2968.0,1.69,22.0,9.46,YIS
334,149.93,198.93,246.0,246.0,3690.0,1.87,28.0,10.07,YIS
335,103.2,118.8,146.6,146.6,2199.0,1.4,21.0,11.07,YIS
336,149.88,171.06,197.56,187.38,2998.0,1.44,23.0,12.25,YIS
337,127.25,163.25,201.33,195.0,2340.0,1.83,22.0,6.42,YIS
338,146.53,163.07,202.07,182.13,2732.0,1.2,18.0,8.87,YIS
339,114.14,140.21,209.29,183.07,2563.0,1.57,22.0,8.86,YIS
340,92.75,127.83,169.12,162.38,3897.0,1.67,40.0,20.08,YIS
341,93.43,93.43,106.21,106.21,1487.0,1.07,15.0,9.79,YIS
342,107.29,127.14,176.0,163.71,2292.0,1.64,23.0,8.29,YIS
343,124.67,153.0,168.08,168.08,2017.0,1.42,17.0,11.33,YIS
344,113.71,128.71,168.71,138.0,966.0,1.29,9.0,5.0,YIS
345,110.37,117.74,128.42,128.42,2440.0,1.16,22.0,12.89,YIS
346,120.85,179.69,223.62,194.08,2523.0,1.62,21.0,9.0,YIS
347,109.23,121.0,143.92,143.92,1871.0,1.31,17.0,9.62,YIS
348,135.0,142.27,178.91,174.18,1916.0,1.27,14.0,8.09,YIS
0,116.53,132.74,203.42,198.47,3771.0,1.74,33.0,12.05,YLS
1,143.81,170.25,227.88,208.44,3335.0,1.56,25.0,7.69,YLS
2,139.58,158.75,330.08,316.75,3801.0,2.33,28.0,7.42,YLS
3,125.36,162.09,505.23,397.14,8737.0,2.82,62.0,13.68,YLS
4,114.68,125.58,236.74,184.74,3510.0,1.68,32.0,12.0,YLS
5,118.9,133.53,237.17,230.6,6918.0,1.83,55.0,17.73,YLS
6,170.8,203.05,244.35,225.5,4510.0,1.35,27.0,11.85,YLS
7,125.6,171.6,211.96,196.72,4918.0,1.6,40.0,16.04,YLS
8,112.69,163.62,519.08,283.92,3691.0,2.08,27.0,6.0,YLS
9,120.27,120.27,173.33,165.0,2475.0,1.4,21.0,10.33,YLS
10,117.14,151.08,346.38,238.19,8813.0,2.08,77.0,19.7,YLS
11,128.0,136.6,231.72,185.08,4627.0,1.48,37.0,14.28,YLS
12,111.5,138.25,318.88,305.62,2445.0,2.12,17.0,3.75,YLS
13,118.56,136.19,317.56,317.56,5081.0,2.0,32.0,8.94,YLS
14,126.12,139.18,295.53,267.12,4541.0,2.12,36.0,14.29,YLS
15,142.32,151.94,352.9,307.68,9538.0,2.29,71.0,17.16,YLS
16,109.5,129.12,242.88,206.0,1648.0,1.88,15.0,5.88,YLS
17,124.0,142.42,170.54,160.04,3841.0,1.33,32.0,21.67,YLS
18,142.0,148.87,254.53,242.07,3631.0,1.73,26.0,8.93,YLS
19,187.38,213.88,526.75,290.75,2326.0,1.88,15.0,5.38,YLS
20,105.93,105.93,158.4,136.07,2041.0,1.2,18.0,10.13,YLS
21,112.06,117.71,126.29,126.29,2147.0,1.12,19.0,13.53,YLS
22,122.18,122.18,259.55,244.0,2684.0,2.0,22.0,6.36,YLS
23,126.5,126.5,141.5,126.5,1518.0,1.0,12.0,8.08,YLS
24,104.0,119.15,211.11,174.63,4715.0,1.59,43.0,17.22,YLS
25,111.47,111.47,281.73,220.4,3306.0,1.87,28.0,7.33,YLS
26,133.15,148.15,172.62,165.77,2155.0,1.23,16.0,8.15,YLS
27,139.0,139.0,303.59,193.47,3289.0,1.47,25.0,11.41,YLS
28,122.32,130.15,314.26,223.29,7592.0,1.94,66.0,29.29,YLS
29,177.64,220.36,285.57,285.57,3998.0,1.86,26.0,7.29,YLS
30,121.75,121.75,203.17,159.58,1915.0,1.17,14.0,6.5,YLS
31,120.05,139.3,208.22,181.73,6724.0,1.51,56.0,23.27,YLS
32,105.91,153.91,255.64,230.73,2538.0,1.73,19.0,12.18,YLS
33,129.09,181.43,324.43,297.87,6851.0,2.17,50.0,11.35,YLS
34,128.56,158.33,316.33,306.56,2759.0,1.67,15.0,7.22,YLS
35,172.8,337.8,648.6,463.2,2316.0,2.2,11.0,3.2,YLS
36,127.93,135.43,314.36,171.64,2403.0,1.43,20.0,6.79,YLS
37,111.93,111.93,292.71,202.29,2832.0,1.57,22.0,7.36,YLS
38,145.3,185.04,264.48,224.3,5159.0,1.52,35.0,13.61,YLS
39,181.56,203.56,490.89,388.56,3497.0,2.33,21.0,4.44,YLS
40,118.5,118.5,217.79,194.07,2717.0,1.43,20.0,8.14,YLS
41,141.56,158.33,211.5,195.0,3510.0,1.5,27.0,10.78,YLS
42,127.58,162.5,226.75,216.08,2593.0,1.42,17.0,7.42,YLS
43,219.2,315.2,315.2,315.2,1576.0,1.8,9.0,3.6,YLS
44,104.88,127.47,278.41,272.76,4637.0,2.53,43.0,9.18,YLS
45,145.5,180.11,244.39,201.83,3633.0,1.5,27.0,11.72,YLS
46,110.4,110.4,169.6,154.07,2311.0,1.4,21.0,9.87,YLS
47,144.05,149.68,359.16,265.21,5039.0,1.89,36.0,12.05,YLS
48,124.82,130.82,196.29,175.0,2975.0,1.47,25.0,9.35,YLS
49,148.35,186.74,400.74,349.57,8040.0,2.35,54.0,11.87,YLS
50,111.41,115.36,148.27,139.77,3075.0,1.23,27.0,12.77,YLS
51,127.14,151.07,191.86,191.86,2686.0,1.43,20.0,8.57,YLS
52,113.3,140.9,176.1,176.1,1761.0,1.5,15.0,7.0,YLS
53,142.0,151.71,177.0,177.0,1239.0,1.29,9.0,5.57,YLS
54,134.86,146.64,174.09,166.64,3666.0,1.23,27.0,15.59,YLS
55,141.62,157.07,209.17,178.14,5166.0,1.34,39.0,21.86,YLS
56,117.0,142.9,265.0,255.95,5119.0,2.15,43.0,11.55,YLS
57,123.75,123.75,211.25,211.25,2535.0,1.5,18.0,7.17,YLS
58,124.43,155.0,218.0,198.43,1389.0,1.57,11.0,4.57,YLS
59,133.11,144.11,297.33,268.33,2415.0,2.0,18.0,4.0,YLS
60,154.27,154.27,193.27,154.27,1697.0,1.0,11.0,8.64,YLS
61,121.13,126.13,126.13,126.13,1892.0,1.07,16.0,12.13,YLS
62,133.5,148.5,232.83,232.83,1397.0,1.67,10.0,4.5,YLS
63,134.45,154.73,154.73,154.73,1702.0,1.18,13.0,6.18,YLS
64,155.86,178.57,223.29,223.29,1563.0,1.43,10.0,3.86,YLS
65,127.33,175.83,223.17,223.17,2678.0,1.5,18.0,9.0,YLS
66,144.0,157.5,571.5,279.83,1679.0,2.0,12.0,6.33,YLS
67,130.0,130.0,170.92,155.85,2026.0,1.23,16.0,9.23,YLS
68,106.12,106.12,377.62,361.38,2891.0,2.62,21.0,3.5,YLS
69,126.43,158.26,170.22,163.13,3752.0,1.26,29.0,13.17,YLS
70,142.05,154.86,269.0,247.33,5194.0,1.81,38.0,10.14,YLS
71,126.0,126.0,142.86,126.0,882.0,1.0,7.0,4.57,YLS
72,148.56,203.89,288.22,281.44,2533.0,2.0,18.0,6.44,YLS
73,118.33,118.33,168.22,145.56,1310.0,1.22,11.0,6.44,YLS
74,137.64,168.64,288.73,248.18,2730.0,1.91,21.0,8.64,YLS
75,112.67,112.67,257.33,238.67,1432.0,2.0,12.0,2.67,YLS
76,142.14,151.57,151.57,151.57,1061.0,1.14,8.0,5.86,YLS
77,164.8,164.8,220.0,220.0,1100.0,1.2,6.0,3.2,YLS
78,127.67,159.6,175.07,175.07,2626.0,1.4,21.0,11.13,YLS
79,102.0,102.0,461.67,461.67,1385.0,3.67,11.0,2.0,YLS
80,128.69,163.81,284.38,257.31,4117.0,2.06,33.0,9.19,YLS
81,120.93,120.93,283.67,263.47,3952.0,1.53,23.0,9.87,YLS
82,109.5,150.12,188.75,188.75,1510.0,1.5,12.0,5.62,YLS
83,127.05,138.84,171.89,163.32,3103.0,1.26,24.0,10.79,YLS
84,123.75,123.75,135.12,129.88,2078.0,1.06,17.0,11.94,YLS
85,108.6,131.4,225.4,225.4,1127.0,1.6,8.0,3.8,YLS
86,151.5,189.88,189.88,189.88,1519.0,1.38,11.0,6.88,YLS
87,102.73,109.82,151.09,151.09,1662.0,1.36,15.0,10.09,YLS
88,134.12,183.75,236.44,222.88,3566.0,1.5,24.0,10.88,YLS
89,116.57,146.95,202.05,173.38,3641.0,1.33,28.0,14.33,YLS
90,122.54,149.31,157.62,157.62,2049.0,1.31,17.0,10.54,YLS
91,124.14,129.0,140.23,140.23,3085.0,1.14,25.0,14.09,YLS
92,120.22,134.0,344.44,221.44,1993.0,1.67,15.0,6.89,YLS
