sentence_id,FFD_avg,FFD_sum,GD_avg,GD_sum,GPT_avg,GPT_sum,TRT_avg,TRT_sum,nFix_avg,nFix_sum,reading_order_avg,subject
189,81.17,1461.0,81.17,1461.0,138.22,2488.0,123.44,2222.0,1.39,25.0,11.22,YMD
190,105.89,2012.0,110.47,2099.0,128.42,2440.0,123.21,2341.0,1.21,23.0,11.37,YMD
191,114.09,1255.0,121.36,1335.0,142.91,1572.0,129.09,1420.0,1.18,13.0,7.73,YMD
192,93.84,1783.0,99.21,1885.0,178.32,3388.0,162.95,3096.0,1.63,31.0,11.58,YMD
193,94.1,941.0,102.8,1028.0,201.9,2019.0,183.9,1839.0,1.9,19.0,5.4,YMD
194,110.17,1322.0,117.75,1413.0,238.08,2857.0,225.58,2707.0,2.08,25.0,6.83,YMD
195,100.0,1700.0,103.12,1753.0,225.71,3837.0,216.88,3687.0,2.12,36.0,10.76,YMD
196,102.93,1544.0,137.8,2067.0,290.8,4362.0,282.8,4242.0,2.47,37.0,8.6,YMD
197,133.57,935.0,133.57,935.0,260.71,1825.0,260.71,1825.0,1.71,12.0,5.43,YMD
198,98.83,1186.0,139.33,1672.0,491.17,5894.0,318.17,3818.0,2.75,33.0,8.92,YMD
199,104.89,1993.0,156.42,2972.0,228.79,4347.0,223.32,4243.0,2.16,41.0,13.37,YMD
200,101.0,1212.0,196.75,2361.0,196.75,2361.0,196.75,2361.0,1.5,18.0,7.42,YMD
201,90.59,2627.0,123.31,3576.0,176.86,5129.0,161.0,4669.0,1.66,48.0,15.31,YMD
202,88.56,797.0,105.11,946.0,162.0,1458.0,145.78,1312.0,1.44,13.0,4.0,YMD
203,88.64,2482.0,102.14,2860.0,179.25,5019.0,147.82,4139.0,1.61,45.0,17.46,YMD
204,99.31,1291.0,122.08,1587.0,223.46,2905.0,217.31,2825.0,1.92,25.0,8.46,YMD
205,81.94,1475.0,96.67,1740.0,251.72,4531.0,195.94,3527.0,2.11,38.0,9.22,YMD
206,112.68,3155.0,120.68,3379.0,231.96,6495.0,214.89,6017.0,1.75,49.0,17.64,YMD
207,98.06,1569.0,98.06,1569.0,173.75,2780.0,156.44,2503.0,1.38,22.0,9.25,YMD
208,95.18,1047.0,107.27,1180.0,189.64,2086.0,147.36,1621.0,1.55,17.0,7.73,YMD
209,91.4,914.0,91.4,914.0,127.2,1272.0,121.7,1217.0,1.3,13.0,5.7,YMD
210,95.38,1526.0,113.62,1818.0,179.19,2867.0,163.75,2620.0,1.69,27.0,9.38,YMD
211,92.0,1196.0,108.62,1412.0,331.23,4306.0,321.15,4175.0,3.31,43.0,7.15,YMD
212,92.92,2230.0,124.96,2999.0,231.29,5551.0,214.96,5159.0,2.17,52.0,14.88,YMD
213,99.26,1886.0,99.26,1886.0,167.89,3190.0,148.26,2817.0,1.47,28.0,9.84,YMD
214,103.78,1868.0,131.06,2359.0,186.17,3351.0,171.67,3090.0,1.67,30.0,9.28,YMD
215,89.22,803.0,99.33,894.0,183.44,1651.0,148.0,1332.0,1.56,14.0,5.44,YMD
216,137.86,965.0,137.86,965.0,137.86,965.0,137.86,965.0,1.0,7.0,6.0,YMD
217,95.83,1150.0,146.33,1756.0,166.58,1999.0,160.5,1926.0,1.5,18.0,7.75,YMD
218,92.44,1479.0,108.5,1736.0,141.38,2262.0,127.81,2045.0,1.25,20.0,11.81,YMD
219,88.0,792.0,88.0,792.0,150.56,1355.0,129.33,1164.0,1.33,12.0,4.56,YMD
220,89.17,535.0,100.67,604.0,163.33,980.0,137.83,827.0,1.33,8.0,3.83,YMD
221,95.14,1998.0,98.67,2072.0,278.24,5843.0,214.81,4511.0,2.33,49.0,14.19,YMD
222,98.47,1674.0,112.06,1905.0,188.88,3211.0,184.88,3143.0,1.88,32.0,13.29,YMD
223,98.3,983.0,106.2,1062.0,250.5,2505.0,188.1,1881.0,2.1,21.0,4.5,YMD
224,109.5,1314.0,151.0,1812.0,223.83,2686.0,168.67,2024.0,1.33,16.0,7.75,YMD
225,98.47,1674.0,114.06,1939.0,205.94,3501.0,201.71,3429.0,1.94,33.0,10.35,YMD
226,77.33,928.0,81.75,981.0,125.83,1510.0,120.0,1440.0,1.42,17.0,6.5,YMD
227,102.14,715.0,102.14,715.0,287.14,2010.0,175.29,1227.0,1.57,11.0,3.0,YMD
228,88.78,1598.0,125.72,2263.0,193.28,3479.0,179.17,3225.0,1.94,35.0,10.0,YMD
229,108.1,1081.0,115.5,1155.0,175.8,1758.0,155.1,1551.0,1.5,15.0,5.8,YMD
230,94.14,659.0,94.14,659.0,129.29,905.0,121.0,847.0,1.14,8.0,4.57,YMD
231,173.25,693.0,191.5,766.0,346.25,1385.0,219.75,879.0,1.5,6.0,1.5,YMD
232,108.67,978.0,108.67,978.0,135.89,1223.0,127.89,1151.0,1.22,11.0,5.33,YMD
233,88.38,1414.0,88.38,1414.0,174.62,2794.0,135.5,2168.0,1.5,24.0,7.81,YMD
234,97.0,2134.0,115.27,2536.0,292.95,6445.0,213.86,4705.0,2.14,47.0,14.5,YMD
235,92.64,1297.0,121.57,1702.0,192.93,2701.0,183.21,2565.0,1.79,25.0,9.0,YMD
236,91.08,2186.0,134.79,3235.0,220.12,5283.0,186.92,4486.0,1.96,47.0,14.46,YMD
237,93.51,3273.0,112.0,3920.0,219.86,7695.0,172.69,6044.0,1.74,61.0,24.77,YMD
238,94.05,1787.0,106.16,2017.0,280.79,5335.0,204.32,3882.0,2.16,41.0,11.63,YMD
239,84.27,927.0,105.73,1163.0,335.55,3691.0,294.73,3242.0,2.73,30.0,6.27,YMD
240,96.47,1640.0,128.53,2185.0,176.76,3005.0,160.76,2733.0,1.71,29.0,12.06,YMD
241,95.71,1340.0,118.36,1657.0,192.07,2689.0,179.0,2506.0,1.71,24.0,8.14,YMD
242,97.3,973.0,104.4,1044.0,129.4,1294.0,112.6,1126.0,1.2,12.0,6.1,YMD
243,99.36,1093.0,110.82,1219.0,169.0,1859.0,146.55,1612.0,1.45,16.0,7.45,YMD
244,100.91,1110.0,100.91,1110.0,209.82,2308.0,174.18,1916.0,1.64,18.0,6.09,YMD
245,83.6,1254.0,121.13,1817.0,201.33,3020.0,166.8,2502.0,1.73,26.0,9.27,YMD
246,102.08,1225.0,102.08,1225.0,348.67,4184.0,191.75,2301.0,1.92,23.0,8.0,YMD
247,87.56,2189.0,109.08,2727.0,425.84,10646.0,261.24,6531.0,2.8,70.0,14.44,YMD
248,93.1,1862.0,108.65,2173.0,173.05,3461.0,164.25,3285.0,1.8,36.0,13.0,YMD
249,92.52,2683.0,100.93,2927.0,177.38,5144.0,155.93,4522.0,1.66,48.0,19.45,YMD
250,96.5,1158.0,96.5,1158.0,96.5,1158.0,96.5,1158.0,1.0,12.0,9.17,YMD
251,100.2,1002.0,205.2,2052.0,552.5,5525.0,306.4,3064.0,2.6,26.0,8.3,YMD
252,85.67,771.0,109.11,982.0,193.33,1740.0,181.44,1633.0,1.67,15.0,5.67,YMD
253,115.6,1734.0,132.0,1980.0,424.6,6369.0,404.2,6063.0,2.8,42.0,8.27,YMD
254,112.07,3250.0,150.45,4363.0,239.48,6945.0,228.66,6631.0,2.07,60.0,14.97,YMD
255,93.29,1306.0,93.29,1306.0,219.64,3075.0,149.57,2094.0,1.36,19.0,10.21,YMD
256,102.93,1544.0,125.33,1880.0,244.27,3664.0,190.53,2858.0,1.73,26.0,11.33,YMD
257,100.57,1408.0,104.86,1468.0,180.64,2529.0,180.64,2529.0,1.79,25.0,7.64,YMD
258,86.54,1125.0,101.46,1319.0,223.85,2910.0,193.54,2516.0,1.85,24.0,8.38,YMD
259,84.4,1688.0,92.25,1845.0,273.45,5469.0,248.4,4968.0,2.5,50.0,9.5,YMD
260,108.23,1407.0,130.54,1697.0,310.62,4038.0,310.62,4038.0,2.85,37.0,8.0,YMD
261,100.5,3015.0,116.87,3506.0,175.6,5268.0,162.07,4862.0,1.63,49.0,17.53,YMD
262,93.43,1962.0,96.57,2028.0,127.48,2677.0,117.9,2476.0,1.19,25.0,16.81,YMD
263,92.09,1013.0,98.64,1085.0,219.73,2417.0,200.64,2207.0,2.0,22.0,5.0,YMD
264,108.1,2270.0,129.33,2716.0,223.9,4702.0,213.62,4486.0,1.67,35.0,13.19,YMD
265,91.27,1369.0,96.2,1443.0,185.13,2777.0,162.47,2437.0,1.67,25.0,9.67,YMD
266,94.33,1132.0,116.5,1398.0,271.92,3263.0,253.08,3037.0,2.5,30.0,8.0,YMD
267,105.0,210.0,105.0,210.0,247.0,494.0,247.0,494.0,1.5,3.0,1.5,YMD
268,83.75,1005.0,99.17,1190.0,155.5,1866.0,141.92,1703.0,1.5,18.0,8.25,YMD
269,103.31,1343.0,120.85,1571.0,204.85,2663.0,198.46,2580.0,2.0,26.0,9.69,YMD
270,76.33,687.0,89.89,809.0,497.0,4473.0,332.11,2989.0,2.89,26.0,5.78,YMD
271,100.9,1009.0,100.9,1009.0,351.8,3518.0,322.4,3224.0,3.3,33.0,4.5,YMD
272,103.14,1444.0,108.21,1515.0,230.86,3232.0,207.0,2898.0,2.0,28.0,9.57,YMD
273,99.71,698.0,131.14,918.0,158.29,1108.0,158.29,1108.0,1.57,11.0,5.29,YMD
274,82.57,1156.0,103.36,1447.0,193.64,2711.0,183.57,2570.0,1.71,24.0,9.0,YMD
275,113.29,793.0,135.71,950.0,328.71,2301.0,315.14,2206.0,2.43,17.0,4.43,YMD
276,92.18,1014.0,97.36,1071.0,222.0,2442.0,208.18,2290.0,2.27,25.0,5.82,YMD
277,96.67,1160.0,107.33,1288.0,161.17,1934.0,154.08,1849.0,1.58,19.0,8.92,YMD
278,90.31,1445.0,114.12,1826.0,275.94,4415.0,198.56,3177.0,1.94,31.0,10.94,YMD
279,115.0,1265.0,115.0,1265.0,123.27,1356.0,123.27,1356.0,1.09,12.0,6.91,YMD
280,97.43,682.0,115.43,808.0,186.29,1304.0,153.14,1072.0,1.43,10.0,4.57,YMD
281,124.12,993.0,136.38,1091.0,264.62,2117.0,242.0,1936.0,2.12,17.0,5.12,YMD
282,84.62,1100.0,97.69,1270.0,271.23,3526.0,250.15,3252.0,2.69,35.0,8.54,YMD
283,115.57,4276.0,139.86,5175.0,314.7,11644.0,209.54,7753.0,1.78,66.0,21.08,YMD
284,97.92,1175.0,104.75,1257.0,216.83,2602.0,210.58,2527.0,2.08,25.0,6.5,YMD
285,97.0,388.0,269.25,1077.0,339.75,1359.0,318.5,1274.0,2.25,9.0,3.75,YMD
286,101.85,2750.0,131.26,3544.0,248.7,6715.0,226.59,6118.0,2.22,60.0,16.7,YMD
287,96.5,965.0,96.5,965.0,122.0,1220.0,122.0,1220.0,1.1,11.0,8.0,YMD
288,99.57,2091.0,125.95,2645.0,185.29,3891.0,179.71,3774.0,1.71,36.0,14.81,YMD
289,88.38,1149.0,88.38,1149.0,127.08,1652.0,121.31,1577.0,1.23,16.0,7.69,YMD
290,102.67,1232.0,102.67,1232.0,122.83,1474.0,102.67,1232.0,1.0,12.0,6.5,YMD
291,111.0,1221.0,111.0,1221.0,159.73,1757.0,149.27,1642.0,1.36,15.0,8.27,YMD
292,105.31,1369.0,105.31,1369.0,259.15,3369.0,168.62,2192.0,1.46,19.0,9.08,YMD
293,118.2,591.0,129.0,645.0,129.0,645.0,129.0,645.0,1.2,6.0,6.4,YMD
294,98.21,1375.0,105.5,1477.0,159.29,2230.0,136.86,1916.0,1.36,19.0,9.07,YMD
295,95.67,861.0,95.67,861.0,124.44,1120.0,124.44,1120.0,1.44,13.0,7.0,YMD
296,92.62,1204.0,92.62,1204.0,257.0,3341.0,147.69,1920.0,1.46,19.0,8.38,YMD
297,94.64,1041.0,112.45,1237.0,541.91,5961.0,283.55,3119.0,2.45,27.0,5.0,YMD
298,106.71,747.0,126.43,885.0,282.29,1976.0,261.86,1833.0,2.29,16.0,3.0,YMD
299,86.75,694.0,95.88,767.0,109.12,873.0,109.12,873.0,1.25,10.0,5.88,YMD
300,91.47,2744.0,101.43,3043.0,559.27,16778.0,187.2,5616.0,1.93,58.0,17.43,YMD
301,108.43,1518.0,108.43,1518.0,195.21,2733.0,167.0,2338.0,1.64,23.0,9.36,YMD
302,131.92,1583.0,142.83,1714.0,209.75,2517.0,201.33,2416.0,1.58,19.0,6.83,YMD
303,116.0,1624.0,116.0,1624.0,330.36,4625.0,222.07,3109.0,1.5,21.0,7.86,YMD
304,86.94,1391.0,86.94,1391.0,151.12,2418.0,147.0,2352.0,1.5,24.0,11.5,YMD
305,107.0,1177.0,122.36,1346.0,382.45,4207.0,254.45,2799.0,2.09,23.0,5.64,YMD
306,109.59,1863.0,122.94,2090.0,149.94,2549.0,139.59,2373.0,1.29,22.0,13.29,YMD
307,97.43,1364.0,101.93,1427.0,249.57,3494.0,156.79,2195.0,1.36,19.0,11.64,YMD
308,112.0,1008.0,112.0,1008.0,151.22,1361.0,151.22,1361.0,1.22,11.0,6.0,YMD
309,101.77,4478.0,101.77,4478.0,207.25,9119.0,179.77,7910.0,1.77,78.0,26.02,YMD
310,102.1,2144.0,118.71,2493.0,203.05,4264.0,136.29,2862.0,1.38,29.0,12.9,YMD
311,116.6,1166.0,145.6,1456.0,262.0,2620.0,245.9,2459.0,2.1,21.0,4.8,YMD
312,99.45,2188.0,117.59,2587.0,184.82,4066.0,163.05,3587.0,1.64,36.0,10.95,YMD
313,112.43,787.0,120.0,840.0,319.0,2233.0,179.86,1259.0,1.71,12.0,4.71,YMD
314,112.42,2136.0,147.58,2804.0,196.89,3741.0,178.63,3394.0,1.68,32.0,9.79,YMD
315,98.85,2669.0,122.07,3296.0,224.67,6066.0,183.59,4957.0,1.74,47.0,15.56,YMD
316,91.19,2371.0,101.08,2628.0,145.27,3777.0,126.92,3300.0,1.38,36.0,18.85,YMD
317,100.96,2827.0,115.18,3225.0,169.18,4737.0,152.32,4265.0,1.5,42.0,14.89,YMD
318,97.84,1859.0,118.11,2244.0,206.68,3927.0,169.05,3212.0,1.58,30.0,10.16,YMD
319,96.21,1347.0,125.64,1759.0,144.43,2022.0,144.43,2022.0,1.36,19.0,9.71,YMD
320,103.33,930.0,103.33,930.0,139.33,1254.0,103.33,930.0,1.0,9.0,4.56,YMD
321,114.69,1835.0,127.81,2045.0,127.81,2045.0,127.81,2045.0,1.19,19.0,11.44,YMD
322,93.86,1971.0,109.71,2304.0,174.14,3657.0,144.33,3031.0,1.43,30.0,13.38,YMD
323,98.75,395.0,98.75,395.0,220.5,882.0,220.5,882.0,1.75,7.0,3.25,YMD
324,98.82,1087.0,141.55,1557.0,235.18,2587.0,225.91,2485.0,2.18,24.0,8.0,YMD
325,114.17,685.0,114.17,685.0,274.33,1646.0,274.33,1646.0,2.33,14.0,2.67,YMD
326,94.0,1316.0,131.07,1835.0,267.86,3750.0,184.14,2578.0,1.86,26.0,8.36,YMD
327,102.41,2253.0,102.41,2253.0,144.09,3170.0,132.77,2921.0,1.32,29.0,13.36,YMD
328,89.14,1961.0,96.36,2120.0,185.36,4078.0,164.41,3617.0,1.73,38.0,15.09,YMD
329,96.93,1357.0,116.07,1625.0,147.5,2065.0,147.5,2065.0,1.43,20.0,8.93,YMD
330,97.71,2345.0,103.21,2477.0,195.42,4690.0,181.42,4354.0,1.79,43.0,15.33,YMD
331,98.19,2062.0,120.57,2532.0,197.14,4140.0,189.29,3975.0,1.95,41.0,11.43,YMD
332,95.42,1145.0,142.5,1710.0,241.25,2895.0,233.33,2800.0,2.17,26.0,6.17,YMD
333,84.31,1349.0,115.31,1845.0,219.56,3513.0,204.31,3269.0,2.25,36.0,9.25,YMD
334,93.33,1680.0,131.0,2358.0,195.44,3518.0,185.22,3334.0,1.83,33.0,9.61,YMD
335,96.95,1842.0,101.53,1929.0,132.95,2526.0,122.32,2324.0,1.21,23.0,9.58,YMD
336,91.84,1745.0,113.26,2152.0,229.21,4355.0,225.21,4279.0,2.26,43.0,11.05,YMD
337,91.17,1094.0,123.0,1476.0,228.67,2744.0,214.25,2571.0,2.33,28.0,6.83,YMD
338,96.06,1633.0,114.24,1942.0,373.0,6341.0,357.47,6077.0,3.41,58.0,8.65,YMD
339,89.4,1341.0,98.93,1484.0,164.73,2471.0,150.13,2252.0,1.6,24.0,9.0,YMD
340,96.48,3184.0,107.27,3540.0,202.73,6690.0,190.3,6280.0,2.06,68.0,17.88,YMD
341,106.93,1497.0,119.21,1669.0,133.5,1869.0,133.5,1869.0,1.29,18.0,8.86,YMD
342,124.31,1616.0,161.77,2103.0,185.23,2408.0,185.23,2408.0,1.77,23.0,8.0,YMD
343,90.75,1452.0,95.62,1530.0,118.5,1896.0,108.5,1736.0,1.12,18.0,11.25,YMD
344,97.25,778.0,97.25,778.0,109.62,877.0,109.62,877.0,1.12,9.0,5.62,YMD
345,84.81,1781.0,84.81,1781.0,168.24,3533.0,144.19,3028.0,1.62,34.0,12.81,YMD
346,99.0,990.0,120.6,1206.0,144.3,1443.0,144.3,1443.0,1.5,15.0,7.8,YMD
347,94.36,1321.0,94.36,1321.0,189.57,2654.0,151.5,2121.0,1.5,21.0,9.14,YMD
348,99.7,997.0,106.4,1064.0,121.2,1212.0,106.4,1064.0,1.1,11.0,7.8,YMD
0,105.52,2216.0,120.1,2522.0,291.43,6120.0,259.86,5457.0,2.43,51.0,11.38,YMS
1,131.67,1975.0,172.0,2580.0,434.93,6524.0,421.2,6318.0,3.4,51.0,8.2,YMS
2,113.82,1252.0,120.64,1327.0,479.18,5271.0,283.27,3116.0,2.36,26.0,8.18,YMS
3,95.38,2003.0,104.19,2188.0,279.48,5869.0,233.52,4904.0,2.1,44.0,14.95,YMS
4,109.27,1639.0,109.27,1639.0,159.13,2387.0,116.67,1750.0,1.07,16.0,11.93,YMS
5,108.57,2497.0,125.13,2878.0,232.3,5343.0,201.91,4644.0,1.96,45.0,17.3,YMS
6,119.44,2150.0,142.67,2568.0,277.06,4987.0,247.39,4453.0,2.11,38.0,12.67,YMS
7,123.7,2845.0,144.57,3325.0,252.83,5815.0,217.52,5003.0,1.78,41.0,19.17,YMS
8,100.83,605.0,121.83,731.0,371.17,2227.0,306.0,1836.0,3.0,18.0,8.67,YMS
9,93.85,1220.0,101.23,1316.0,263.46,3425.0,165.38,2150.0,1.69,22.0,13.38,YMS
10,111.76,3800.0,129.91,4417.0,352.59,11988.0,290.76,9886.0,2.59,88.0,21.76,YMS
11,107.0,2247.0,124.14,2607.0,262.71,5517.0,237.33,4984.0,2.24,47.0,16.81,YMS
12,107.56,968.0,176.33,1587.0,422.0,3798.0,256.33,2307.0,2.44,22.0,5.33,YMS
13,110.07,1651.0,137.33,2060.0,256.73,3851.0,227.93,3419.0,2.07,31.0,8.0,YMS
14,109.38,2844.0,126.77,3296.0,302.23,7858.0,232.27,6039.0,2.19,57.0,15.5,YMS
15,112.75,3157.0,125.18,3505.0,226.75,6349.0,223.43,6256.0,2.11,59.0,16.61,YMS
16,109.67,987.0,109.67,987.0,265.56,2390.0,246.22,2216.0,2.22,20.0,5.89,YMS
17,112.31,4717.0,132.71,5574.0,313.36,13161.0,223.74,9397.0,2.14,90.0,22.93,YMS
18,118.21,1655.0,147.57,2066.0,275.43,3856.0,173.93,2435.0,1.5,21.0,9.21,YMS
19,100.5,603.0,144.67,868.0,156.33,938.0,156.33,938.0,1.5,9.0,6.0,YMS
20,112.4,1686.0,180.87,2713.0,268.8,4032.0,263.93,3959.0,2.07,31.0,10.33,YMS
21,82.5,1485.0,103.61,1865.0,137.11,2468.0,130.67,2352.0,1.44,26.0,13.39,YMS
22,85.1,851.0,90.7,907.0,221.2,2212.0,137.3,1373.0,1.6,16.0,5.8,YMS
23,91.44,823.0,97.33,876.0,274.0,2466.0,231.89,2087.0,2.56,23.0,7.44,YMS
24,105.42,2530.0,111.21,2669.0,319.96,7679.0,235.38,5649.0,2.25,54.0,19.5,YMS
25,111.1,1111.0,111.1,1111.0,285.3,2853.0,260.7,2607.0,2.2,22.0,5.4,YMS
26,113.33,1020.0,149.78,1348.0,316.78,2851.0,292.67,2634.0,2.67,24.0,6.33,YMS
27,116.92,1520.0,139.85,1818.0,259.08,3368.0,193.08,2510.0,1.69,22.0,8.54,YMS
28,124.67,5610.0,126.38,5687.0,307.04,13817.0,247.47,11136.0,2.18,98.0,25.36,YMS
29,118.43,1658.0,131.86,1846.0,318.71,4462.0,294.43,4122.0,2.71,38.0,8.07,YMS
30,135.89,1223.0,191.11,1720.0,257.56,2318.0,257.56,2318.0,2.11,19.0,7.67,YMS
31,110.98,5216.0,134.74,6333.0,467.89,21991.0,436.04,20494.0,3.89,183.0,25.04,YMS
32,100.07,1401.0,107.5,1505.0,304.29,4260.0,238.36,3337.0,2.0,28.0,9.86,YMS
33,96.33,1156.0,132.0,1584.0,340.33,4084.0,286.42,3437.0,2.83,34.0,14.17,YMS
34,112.5,450.0,138.25,553.0,138.25,553.0,138.25,553.0,1.25,5.0,6.75,YMS
35,101.5,406.0,162.25,649.0,320.25,1281.0,248.25,993.0,1.75,7.0,4.75,YMS
36,109.5,1095.0,141.6,1416.0,452.7,4527.0,435.6,4356.0,4.1,41.0,6.4,YMS
37,105.55,1161.0,151.27,1664.0,292.82,3221.0,247.0,2717.0,2.36,26.0,6.27,YMS
38,,0.0,,0.0,,0.0,,0.0,,0.0,,YMS
39,,0.0,,0.0,,0.0,,0.0,,0.0,,YMS
40,,0.0,,0.0,,0.0,,0.0,,0.0,,YMS
41,,0.0,,0.0,,0.0,,0.0,,0.0,,YMS
42,,0.0,,0.0,,0.0,,0.0,,0.0,,YMS
43,,0.0,,0.0,,0.0,,0.0,,0.0,,YMS
44,,0.0,,0.0,,0.0,,0.0,,0.0,,YMS
45,,0.0,,0.0,,0.0,,0.0,,0.0,,YMS
46,92.0,552.0,106.0,636.0,155.0,930.0,115.5,693.0,1.33,8.0,12.0,YMS
47,96.89,1841.0,118.84,2258.0,469.63,8923.0,264.16,5019.0,2.68,51.0,15.79,YMS
48,120.6,1206.0,133.9,1339.0,260.8,2608.0,192.3,1923.0,1.7,17.0,11.2,YMS
49,103.4,1034.0,133.6,1336.0,346.6,3466.0,259.4,2594.0,2.4,24.0,16.2,YMS
50,109.59,2411.0,129.55,2850.0,379.09,8340.0,313.59,6899.0,2.86,63.0,13.82,YMS
51,119.06,1905.0,152.69,2443.0,511.19,8179.0,418.69,6699.0,3.81,61.0,8.81,YMS
52,113.27,1246.0,132.18,1454.0,630.82,6939.0,425.09,4676.0,3.45,38.0,7.36,YMS
53,115.88,927.0,127.0,1016.0,407.62,3261.0,256.88,2055.0,2.25,18.0,5.5,YMS
54,119.35,2387.0,149.2,2984.0,197.9,3958.0,181.3,3626.0,1.55,31.0,14.6,YMS
55,107.22,3967.0,133.89,4954.0,365.49,13523.0,298.0,11026.0,2.7,100.0,23.54,YMS
56,133.91,2946.0,152.86,3363.0,381.41,8391.0,335.05,7371.0,2.82,62.0,10.77,YMS
57,102.17,1226.0,117.92,1415.0,165.5,1986.0,165.5,1986.0,1.58,19.0,7.92,YMS
58,108.0,756.0,122.43,857.0,195.57,1369.0,195.57,1369.0,1.57,11.0,5.0,YMS
59,96.43,675.0,112.0,784.0,312.14,2185.0,177.14,1240.0,1.57,11.0,5.0,YMS
60,127.62,1659.0,166.54,2165.0,386.62,5026.0,215.31,2799.0,1.85,24.0,7.69,YMS
61,139.69,2235.0,146.44,2343.0,481.12,7698.0,385.06,6161.0,3.19,51.0,12.81,YMS
62,108.67,652.0,118.0,708.0,154.0,924.0,154.0,924.0,1.33,8.0,4.0,YMS
63,118.2,1182.0,126.4,1264.0,369.5,3695.0,267.7,2677.0,2.4,24.0,7.0,YMS
64,101.71,712.0,205.14,1436.0,270.29,1892.0,270.29,1892.0,2.57,18.0,3.71,YMS
65,96.94,1551.0,112.19,1795.0,467.5,7480.0,374.62,5994.0,3.38,54.0,8.5,YMS
66,81.5,652.0,170.62,1365.0,246.25,1970.0,246.25,1970.0,2.5,20.0,5.75,YMS
67,101.5,1218.0,132.58,1591.0,195.33,2344.0,195.33,2344.0,1.75,21.0,9.58,YMS
68,107.0,642.0,120.67,724.0,184.67,1108.0,184.67,1108.0,1.33,8.0,3.0,YMS
69,110.87,2550.0,163.04,3750.0,285.91,6576.0,276.91,6369.0,2.48,57.0,13.13,YMS
70,99.4,1491.0,134.93,2024.0,230.73,3461.0,230.73,3461.0,2.0,30.0,9.2,YMS
71,144.67,868.0,173.0,1038.0,191.67,1150.0,173.0,1038.0,1.33,8.0,4.0,YMS
72,96.5,965.0,147.4,1474.0,528.5,5285.0,407.3,4073.0,3.6,36.0,8.7,YMS
73,118.2,1182.0,132.3,1323.0,301.3,3013.0,218.4,2184.0,1.9,19.0,6.2,YMS
74,94.17,1695.0,132.61,2387.0,309.17,5565.0,224.83,4047.0,2.22,40.0,12.44,YMS
75,118.83,713.0,129.67,778.0,306.83,1841.0,306.83,1841.0,2.33,14.0,3.83,YMS
76,118.25,946.0,145.75,1166.0,222.38,1779.0,222.38,1779.0,1.88,15.0,5.38,YMS
77,117.17,703.0,187.0,1122.0,331.83,1991.0,331.83,1991.0,2.67,16.0,3.5,YMS
78,110.0,1870.0,125.76,2138.0,288.35,4902.0,243.47,4139.0,2.18,37.0,11.65,YMS
79,132.25,529.0,132.25,529.0,210.0,840.0,210.0,840.0,1.5,6.0,1.5,YMS
80,127.83,1534.0,151.75,1821.0,339.33,4072.0,324.67,3896.0,2.42,29.0,10.5,YMS
81,121.33,1820.0,121.33,1820.0,310.47,4657.0,243.67,3655.0,2.07,31.0,10.2,YMS
82,112.0,560.0,248.4,1242.0,248.4,1242.0,248.4,1242.0,1.8,9.0,6.2,YMS
83,121.18,2666.0,128.95,2837.0,389.14,8561.0,322.09,7086.0,2.73,60.0,12.5,YMS
84,111.17,2001.0,121.44,2186.0,171.28,3083.0,159.78,2876.0,1.44,26.0,12.44,YMS
85,143.25,573.0,171.0,684.0,171.0,684.0,171.0,684.0,1.25,5.0,3.75,YMS
86,105.5,1266.0,133.33,1600.0,400.25,4803.0,374.0,4488.0,3.0,36.0,6.5,YMS
87,105.82,1164.0,122.18,1344.0,146.27,1609.0,146.27,1609.0,1.36,15.0,9.55,YMS
88,102.41,1741.0,121.41,2064.0,288.94,4912.0,216.53,3681.0,2.12,36.0,10.71,YMS
89,110.41,2429.0,123.55,2718.0,246.82,5430.0,191.86,4221.0,1.77,39.0,14.05,YMS
90,112.69,1803.0,119.94,1919.0,195.75,3132.0,186.62,2986.0,1.56,25.0,10.38,YMS
91,107.5,2365.0,132.05,2905.0,196.41,4321.0,175.77,3867.0,1.59,35.0,15.86,YMS
92,110.62,885.0,110.62,885.0,230.88,1847.0,230.88,1847.0,2.0,16.0,6.25,YMS
93,98.83,1779.0,118.83,2139.0,122.56,2206.0,118.83,2139.0,1.17,21.0,12.06,YMS
94,101.82,1120.0,172.73,1900.0,182.09,2003.0,182.09,2003.0,1.82,20.0,10.09,YMS
95,99.69,1296.0,125.15,1627.0,170.15,2212.0,147.62,1919.0,1.38,18.0,7.85,YMS
96,105.5,1477.0,119.21,1669.0,208.93,2925.0,141.14,1976.0,1.36,19.0,9.0,YMS
97,109.5,657.0,129.67,778.0,228.33,1370.0,228.33,1370.0,2.17,13.0,5.67,YMS
98,98.36,1082.0,118.82,1307.0,152.45,1677.0,152.45,1677.0,1.36,15.0,7.82,YMS
99,116.0,1856.0,124.56,1993.0,349.44,5591.0,297.62,4762.0,2.69,43.0,9.94,YMS
100,110.56,995.0,127.33,1146.0,265.33,2388.0,265.33,2388.0,2.33,21.0,5.89,YMS
101,154.3,1543.0,162.9,1629.0,325.1,3251.0,273.4,2734.0,1.8,18.0,5.7,YMS
102,109.48,2956.0,126.7,3421.0,265.52,7169.0,250.22,6756.0,2.3,62.0,15.63,YMS
